file_id	md5	size	urls	sample_id
31b14547707f47bb99f1e1ab412828f5	873795990f5c66e9ffe6c78026f22aed	398	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP888674_K30_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503e3288
31b14547707f47bb99f1e1ab411b0dad	904282dcdf1012457b6a4922ab6e878e	393	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP569649_K40_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503a280d
31b14547707f47bb99f1e1ab4111ae74	f9f1e837e93634a17271f8c6565f514e	397	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP422409_K10_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b8096de119
31b14547707f47bb99f1e1ab410d379a	edeb094f3508919ea8a04e47b3ee900c	396	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP296970_K30_MVAX.CytokineProfile.txt	6791a23c10c0086065c2531550355818
31b14547707f47bb99f1e1ab4117d381	e67045e4cd73b9bf3b46ce7a4594023d	393	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP495882_K20_MVAX.CytokineProfile.txt	6791a23c10c0086065c253155038add2
31b14547707f47bb99f1e1ab4111cdbd	6f2e2e1ac439956c022c3cc445fb4272	385	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP422409_K50_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b8096b9917
31b14547707f47bb99f1e1ab411f67ea	9902aa7cf8493bc0d1c57e16bdb47c42	392	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP658321_K30_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503b7b7f
31b14547707f47bb99f1e1ab41239d88	fabeb086cf4263d6c7370a7f6940e25e	384	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP786740_K10_MP1P.CytokineProfile.txt	c1a3c2242013072d08ebe1b8096a276b
31b14547707f47bb99f1e1ab411ab3b8	bc1f7b852c19c834454fc449c93d56f9	389	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP557758_K70_BCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b80960d77c
31b14547707f47bb99f1e1ab4120865b	0926889e7114efe00c8c232d2b846d32	394	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP705715_K90_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503c3b5d
31b14547707f47bb99f1e1ab410fbfcc	9d35ed4621c3e7b0ac87245cf42efd87	397	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP364626_K40_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b80976edae
31b14547707f47bb99f1e1ab4129b61b	657c29654c1932094eab07f31bb429fb	399	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP925694_K10_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503f00c6
31b14547707f47bb99f1e1ab411976b8	040416bb17f90c463ddc98ad763d3bee	401	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP547297_K20_MVAX.CytokineProfile.txt	6791a23c10c0086065c2531550399d85
31b14547707f47bb99f1e1ab410f8583	9fcd6a741e88959154541dab2c3ab7cf	385	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP346571_K60_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b8096ea11c
31b14547707f47bb99f1e1ab41191f83	c7efa0af0b17d31d8ed5bb00d5549ade	378	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP527930_K50_BCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b80962b175
31b14547707f47bb99f1e1ab41269f30	8fa62753a98e15bf77c8ea9d20442208	374	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP843963_K60_MCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b80964c641
31b14547707f47bb99f1e1ab411dadba	de7b01565031756d48dc0b92e97f1bf5	398	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP623316_K10_MVAX.CytokineProfile.txt	6791a23c10c0086065c25315503b2e2c
31b14547707f47bb99f1e1ab411f011d	52e48d0534051f483c40df7588d7af72	393	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP646235_K10_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b809740fb3
31b14547707f47bb99f1e1ab41189928	9513c7c80421dc7ec478f4e81f159925	382	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP520093_K40_MVAX.CytokineProfile.txt	c1a3c2242013072d08ebe1b8096c1150
31b14547707f47bb99f1e1ab410fcc5d	b4335bd7c43148538cf178360502707f	386	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP364626_K50_BCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b8095f057d
31b14547707f47bb99f1e1ab411c1965	0e37fa40a531125b6c6769912687b1f0	381	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP581708_K100_BCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b809616abb
31b14547707f47bb99f1e1ab4102572b	11f68deb293945a91af42c4494d28897	389	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP081373_K80_MCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b809656be7
31b14547707f47bb99f1e1ab4105756e	e618909f91c8353b09ff6cdd78709c9b	382	fasp://aspera.ihmpdcc.org/ptb/cytokine/host/analysis/EP154266_K120_BCKX.CytokineProfile.txt	c1a3c2242013072d08ebe1b80962d6bb
