file_id	md5	size	urls	sample_id
2341f5d5c8b48ad8e3ba519f212a92d7	d1d5550ffb0cc402d4b4024d35bae8f3	53440	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP310863_K20_MV1D.otu_table.biom	76612bd9a41885add4f6b0b7689bb574
e50d0c183689e4053ccb35f8b276705e	1ebf845387e4ba8d2462e130734a5908	45248	http://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/analysis/hmqcp/EP652669_K10_MV1D.otu_table.biom,fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP652669_K10_MV1D.otu_table.biom	8938ac880f194a32bc6b736c15095cc7
e50d0c183689e4053ccb35f8b2491556	a19880d8f85dcc7366d4ccb7c350ab1f	72973	http://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/analysis/hmqcp/EP134204_K40_MCKD.otu_table.biom,fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP134204_K40_MCKD.otu_table.biom	858ed4564f11795ec13dda4c10ed7bf5
2341f5d5c8b48ad8e3ba519f217655dd	196d535fa7debbcd00b7a18ab74e092a	53440	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP131838_K100_BS1D.otu_table.biom	76612bd9a41885add4f6b0b768851ec9
2341f5d5c8b48ad8e3ba519f21799f76	bde6f7fbd3303453b4a022a1550ce014	55560	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP407012_K10_MCKD.otu_table.biom	76612bd9a41885add4f6b0b768a5f8ed
2341f5d5c8b48ad8e3ba519f215dd354	e4aca0a5ffa41d303db3fad33711dbaf	55488	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP966032_K40_MV1D.otu_table.biom	76612bd9a41885add4f6b0b768d742f1
6d91411d5ede0689305232cc77db69e1	32d5132f2002cc9ed680b871aecb5d38	41152	http://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/analysis/hmqcp/EP368327_K50_BCKD.otu_table.biom,fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP368327_K50_BCKD.otu_table.biom	e50d0c183689e4053ccb35f8b2e32f50
2341f5d5c8b48ad8e3ba519f2167ad91	6378e8579cb21d5c0e5c2ca4fedde211	45248	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP044068_K40_MV1D.otu_table.biom	76612bd9a41885add4f6b0b7687bc541
2341f5d5c8b48ad8e3ba519f215a6d8a	db90d799278ea5e45f398ab0b28bccf0	71944	fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP007214_K40_MCKD.otu_table.biom	76612bd9a41885add4f6b0b76875ad08
e50d0c183689e4053ccb35f8b272a67b	24be0cd758e76148724eab9ab42f57af	41152	http://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/analysis/hmqcp/EP164977_K20_MCKD.otu_table.biom,fasp://aspera.ihmpdcc.org/ptb/genome/microbiome/16s/analysis/hmqcp/EP164977_K20_MCKD.otu_table.biom	8938ac880f194a32bc6b736c1539771e
